enrollid,stuid,lid,enroll_date,status,semester,enroll_type
304243,104243,200001,2026-03-02,완료,2026-1,정규
304244,104244,200001,2026-03-02,완료,2026-1,정규
304245,104245,200001,2026-03-02,완료,2026-1,정규
304246,104246,200001,2026-03-02,완료,2026-1,정규
304247,104247,200001,2026-03-02,완료,2026-1,정규
304248,104248,200001,2026-03-02,완료,2026-1,정규
304249,104249,200001,2026-03-02,완료,2026-1,정규
304250,104250,200001,2026-03-02,완료,2026-1,정규
304251,104251,200001,2026-03-02,완료,2026-1,정규
304252,104252,200001,2026-03-02,완료,2026-1,정규
304253,104253,200001,2026-03-02,완료,2026-1,정규
304254,104254,200001,2026-03-02,완료,2026-1,정규
304255,104255,200001,2026-03-02,완료,2026-1,정규
304256,104256,200001,2026-03-02,완료,2026-1,정규
304257,104257,200001,2026-03-02,완료,2026-1,정규
304258,104258,200001,2026-03-02,완료,2026-1,정규
304259,104259,200001,2026-03-02,완료,2026-1,정규
304260,104260,200001,2026-03-02,완료,2026-1,정규
304261,104261,200001,2026-03-02,완료,2026-1,정규
304262,104262,200001,2026-03-02,완료,2026-1,정규
304263,104263,200001,2026-03-02,완료,2026-1,정규
304264,104264,200001,2026-03-02,완료,2026-1,정규
304265,104265,200001,2026-03-02,완료,2026-1,정규
304266,104266,200001,2026-03-02,완료,2026-1,정규
304267,104267,200001,2026-03-02,완료,2026-1,정규
304268,104268,200001,2026-03-02,완료,2026-1,정규
304269,104269,200001,2026-03-02,완료,2026-1,정규
304270,104270,200001,2026-03-02,완료,2026-1,정규
304271,104271,200001,2026-03-02,완료,2026-1,정규
304272,104272,200001,2026-03-02,완료,2026-1,정규
304273,104273,200001,2026-03-02,완료,2026-1,정규
304274,104274,200001,2026-03-02,완료,2026-1,정규
304275,104275,200001,2026-03-02,완료,2026-1,정규
304276,104276,200001,2026-03-02,완료,2026-1,정규
304277,104277,200001,2026-03-02,완료,2026-1,정규
304278,104278,200001,2026-03-02,완료,2026-1,정규
304279,104279,200001,2026-03-02,완료,2026-1,정규
304280,104280,200001,2026-03-02,완료,2026-1,정규
304281,104281,200001,2026-03-02,완료,2026-1,정규
304282,104282,200001,2026-03-02,완료,2026-1,정규
304283,104283,200001,2026-03-02,완료,2026-1,정규
304284,104284,200001,2026-03-02,완료,2026-1,정규
304285,104285,200001,2026-03-02,완료,2026-1,정규
304286,104286,200001,2026-03-02,완료,2026-1,정규
304287,104287,200001,2026-03-02,완료,2026-1,정규
304288,104288,200001,2026-03-02,완료,2026-1,정규
304289,104289,200001,2026-03-02,완료,2026-1,정규
304290,104290,200001,2026-03-02,완료,2026-1,정규
304291,104291,200001,2026-03-02,완료,2026-1,정규
304292,104292,200001,2026-03-02,완료,2026-1,정규
304293,104293,200001,2026-03-02,완료,2026-1,정규
304294,104294,200001,2026-03-02,완료,2026-1,정규
304295,104295,200001,2026-03-02,완료,2026-1,정규
304296,104296,200001,2026-03-02,완료,2026-1,정규
304297,104297,200001,2026-03-02,완료,2026-1,정규
304298,104298,200001,2026-03-02,완료,2026-1,정규
304299,104299,200001,2026-03-02,완료,2026-1,정규
304300,104300,200001,2026-03-02,완료,2026-1,정규
304301,104301,200001,2026-03-02,완료,2026-1,정규
304302,104302,200001,2026-03-02,완료,2026-1,정규
304303,104303,200001,2026-03-02,완료,2026-1,정규
304304,104304,200001,2026-03-02,완료,2026-1,정규
304305,104305,200001,2026-03-02,완료,2026-1,정규
304306,104306,200001,2026-03-02,완료,2026-1,정규
304307,104307,200001,2026-03-02,완료,2026-1,정규
304308,104308,200001,2026-03-02,완료,2026-1,정규
304309,104309,200001,2026-03-02,완료,2026-1,정규
304310,104310,200001,2026-03-02,완료,2026-1,정규
304311,104311,200001,2026-03-02,완료,2026-1,정규
304312,104312,200001,2026-03-02,완료,2026-1,정규
304313,104313,200001,2026-03-02,완료,2026-1,정규
304314,104314,200001,2026-03-02,완료,2026-1,정규
304315,104315,200001,2026-03-02,완료,2026-1,정규
304316,104316,200001,2026-03-02,완료,2026-1,정규
304317,104317,200001,2026-03-02,완료,2026-1,정규
304318,104318,200001,2026-03-02,완료,2026-1,정규
304319,104319,200001,2026-03-02,완료,2026-1,정규
304320,104320,200001,2026-03-02,완료,2026-1,정규
304321,104321,200001,2026-03-02,완료,2026-1,정규
304322,104322,200001,2026-03-02,완료,2026-1,정규
304323,104323,200001,2026-03-02,완료,2026-1,정규
304324,104324,200001,2026-03-02,완료,2026-1,정규
304325,104325,200001,2026-03-02,완료,2026-1,정규
304326,104326,200001,2026-03-02,완료,2026-1,정규
304327,104327,200001,2026-03-02,완료,2026-1,정규
304328,104328,200001,2026-03-02,완료,2026-1,정규
304329,104329,200001,2026-03-02,완료,2026-1,정규
304330,104330,200001,2026-03-02,완료,2026-1,정규
304331,104331,200001,2026-03-02,완료,2026-1,정규
304332,104332,200001,2026-03-02,완료,2026-1,정규
304333,104333,200001,2026-03-02,완료,2026-1,정규
304334,104334,200001,2026-03-02,완료,2026-1,정규
304335,104335,200001,2026-03-02,완료,2026-1,정규
304336,104336,200001,2026-03-02,완료,2026-1,정규
304337,104337,200001,2026-03-02,완료,2026-1,정규
304338,104338,200001,2026-03-02,완료,2026-1,정규
304339,104339,200001,2026-03-02,완료,2026-1,정규
304340,104340,200001,2026-03-02,완료,2026-1,정규
304341,104341,200001,2026-03-02,완료,2026-1,정규
304342,104342,200001,2026-03-02,완료,2026-1,정규
304343,104343,200001,2026-03-02,완료,2026-1,정규
304344,104344,200001,2026-03-02,완료,2026-1,정규
304345,104345,200001,2026-03-02,완료,2026-1,정규
304346,104346,200001,2026-03-02,완료,2026-1,정규
304347,104347,200001,2026-03-02,완료,2026-1,정규
304348,104348,200001,2026-03-02,완료,2026-1,정규
304349,104349,200001,2026-03-02,완료,2026-1,정규
304350,104350,200001,2026-03-02,완료,2026-1,정규
304351,104351,200001,2026-03-02,완료,2026-1,정규
304352,104352,200001,2026-03-02,완료,2026-1,정규
304353,104353,200001,2026-03-02,완료,2026-1,정규
304354,104354,200001,2026-03-02,완료,2026-1,정규
304355,104355,200001,2026-03-02,완료,2026-1,정규
304356,104356,200001,2026-03-02,완료,2026-1,정규
304357,104357,200001,2026-03-02,완료,2026-1,정규
304358,104358,200001,2026-03-02,완료,2026-1,정규
304359,104359,200001,2026-03-02,완료,2026-1,정규
304360,104360,200001,2026-03-02,완료,2026-1,정규
304361,104361,200001,2026-03-02,완료,2026-1,정규
304362,104362,200001,2026-03-02,완료,2026-1,정규
304363,104363,200001,2026-03-02,완료,2026-1,정규
304364,104364,200001,2026-03-02,완료,2026-1,정규
304365,104365,200001,2026-03-02,완료,2026-1,정규
304366,104366,200001,2026-03-02,완료,2026-1,정규
304367,104367,200001,2026-03-02,완료,2026-1,정규
304368,104368,200001,2026-03-02,완료,2026-1,정규
304369,104369,200001,2026-03-02,완료,2026-1,정규
304370,104370,200001,2026-03-02,완료,2026-1,정규
304371,104371,200001,2026-03-02,완료,2026-1,정규
304372,104372,200001,2026-03-02,완료,2026-1,정규
304373,104373,200001,2026-03-02,완료,2026-1,정규
304374,104374,200001,2026-03-02,완료,2026-1,정규
304375,104375,200001,2026-03-02,완료,2026-1,정규
304376,104376,200001,2026-03-02,완료,2026-1,정규
304377,104377,200001,2026-03-02,완료,2026-1,정규
304378,104378,200001,2026-03-02,완료,2026-1,정규
304379,104379,200001,2026-03-02,완료,2026-1,정규
304380,104380,200001,2026-03-02,완료,2026-1,정규
304381,104381,200001,2026-03-02,완료,2026-1,정규
304382,104382,200001,2026-03-02,완료,2026-1,정규
304383,104383,200001,2026-03-02,완료,2026-1,정규
304384,104384,200001,2026-03-02,완료,2026-1,정규
304385,104385,200001,2026-03-02,완료,2026-1,정규
304386,104386,200001,2026-03-02,완료,2026-1,정규
304387,104387,200001,2026-03-02,완료,2026-1,정규
304388,104388,200001,2026-03-02,완료,2026-1,정규
304389,104389,200001,2026-03-02,완료,2026-1,정규
304390,104390,200001,2026-03-02,완료,2026-1,정규
304391,104391,200001,2026-03-02,완료,2026-1,정규
304392,104392,200001,2026-03-02,완료,2026-1,정규
304393,104393,200001,2026-03-02,완료,2026-1,정규
304394,104394,200001,2026-03-02,완료,2026-1,정규
304395,104395,200001,2026-03-02,완료,2026-1,정규
304396,104396,200001,2026-03-02,완료,2026-1,정규
304397,104397,200001,2026-03-02,완료,2026-1,정규
304398,104398,200001,2026-03-02,완료,2026-1,정규
304399,104399,200001,2026-03-02,완료,2026-1,정규
304400,104400,200001,2026-03-02,완료,2026-1,정규
304401,104401,200001,2026-03-02,완료,2026-1,정규
304402,104402,200001,2026-03-02,완료,2026-1,정규
304403,104403,200001,2026-03-02,완료,2026-1,정규
304404,104404,200001,2026-03-02,완료,2026-1,정규
304405,104405,200001,2026-03-02,완료,2026-1,정규
304406,104406,200001,2026-03-02,완료,2026-1,정규
304407,104407,200001,2026-03-02,완료,2026-1,정규
304408,104408,200001,2026-03-02,완료,2026-1,정규
304409,104409,200001,2026-03-02,완료,2026-1,정규
304410,104410,200001,2026-03-02,완료,2026-1,정규
304411,104411,200001,2026-03-02,완료,2026-1,정규
304412,104412,200001,2026-03-02,완료,2026-1,정규
304413,104413,200001,2026-03-02,완료,2026-1,정규
304414,104414,200001,2026-03-02,완료,2026-1,정규
304415,104415,200001,2026-03-02,완료,2026-1,정규
304416,104416,200001,2026-03-02,완료,2026-1,정규
304417,104417,200001,2026-03-02,완료,2026-1,정규
304418,104418,200001,2026-03-02,완료,2026-1,정규
304419,104419,200001,2026-03-02,완료,2026-1,정규
304420,104420,200001,2026-03-02,완료,2026-1,정규
304421,104421,200001,2026-03-02,완료,2026-1,정규
304422,104422,200001,2026-03-02,완료,2026-1,정규
304423,104423,200001,2026-03-02,완료,2026-1,정규
304424,104424,200001,2026-03-02,완료,2026-1,정규
304425,104425,200001,2026-03-02,완료,2026-1,정규
304426,104426,200001,2026-03-02,완료,2026-1,정규
304427,104427,200001,2026-03-02,완료,2026-1,정규
304428,104428,200001,2026-03-02,완료,2026-1,정규
304429,104429,200001,2026-03-02,완료,2026-1,정규
304430,104430,200001,2026-03-02,완료,2026-1,정규
304431,104431,200001,2026-03-02,완료,2026-1,정규
304432,104432,200001,2026-03-02,완료,2026-1,정규
304433,104433,200001,2026-03-02,완료,2026-1,정규
304434,104434,200001,2026-03-02,완료,2026-1,정규
304435,104435,200001,2026-03-02,완료,2026-1,정규
304436,104436,200001,2026-03-02,완료,2026-1,정규
304437,104437,200001,2026-03-02,완료,2026-1,정규
304438,104438,200001,2026-03-02,완료,2026-1,정규
304439,104439,200001,2026-03-02,완료,2026-1,정규
304440,104440,200001,2026-03-02,완료,2026-1,정규
304441,104441,200001,2026-03-02,완료,2026-1,정규
304442,104442,200001,2026-03-02,완료,2026-1,정규
304443,104443,200001,2026-03-02,완료,2026-1,정규
304444,104444,200001,2026-03-02,완료,2026-1,정규
304445,104445,200001,2026-03-02,완료,2026-1,정규
304446,104446,200001,2026-03-02,완료,2026-1,정규
304447,104447,200001,2026-03-02,완료,2026-1,정규
304448,104448,200001,2026-03-02,완료,2026-1,정규
304449,104449,200001,2026-03-02,완료,2026-1,정규
304450,104450,200001,2026-03-02,완료,2026-1,정규
304451,104451,200001,2026-03-02,완료,2026-1,정규
304452,104452,200001,2026-03-02,완료,2026-1,정규
304453,104453,200001,2026-03-02,완료,2026-1,정규
304454,104454,200001,2026-03-02,완료,2026-1,정규
304455,104455,200001,2026-03-02,완료,2026-1,정규
304456,104456,200001,2026-03-02,완료,2026-1,정규
304457,104457,200001,2026-03-02,완료,2026-1,정규
304458,104458,200001,2026-03-02,완료,2026-1,정규
304459,104459,200001,2026-03-02,완료,2026-1,정규
304460,104460,200001,2026-03-02,완료,2026-1,정규
304461,104461,200001,2026-03-02,완료,2026-1,정규
304462,104462,200001,2026-03-02,완료,2026-1,정규
304463,104463,200001,2026-03-02,완료,2026-1,정규
304464,104464,200001,2026-03-02,완료,2026-1,정규
304465,104465,200001,2026-03-02,완료,2026-1,정규
304466,104466,200001,2026-03-02,완료,2026-1,정규
304467,104467,200001,2026-03-02,완료,2026-1,정규
304468,104468,200001,2026-03-02,완료,2026-1,정규
304469,104469,200001,2026-03-02,완료,2026-1,정규
304470,104470,200001,2026-03-02,완료,2026-1,정규
304471,104471,200001,2026-03-02,완료,2026-1,정규
304472,104472,200001,2026-03-02,완료,2026-1,정규
304473,104473,200001,2026-03-02,완료,2026-1,정규
304474,104474,200001,2026-03-02,완료,2026-1,정규
304475,104475,200001,2026-03-02,완료,2026-1,정규
304476,104476,200001,2026-03-02,완료,2026-1,정규
304477,104477,200001,2026-03-02,완료,2026-1,정규
304478,104478,200001,2026-03-02,완료,2026-1,정규
304479,104479,200001,2026-03-02,완료,2026-1,정규
304480,104480,200001,2026-03-02,완료,2026-1,정규
304481,104481,200001,2026-03-02,완료,2026-1,정규
304482,104482,200001,2026-03-02,완료,2026-1,정규
304483,104483,200001,2026-03-02,완료,2026-1,정규
304484,104484,200001,2026-03-02,완료,2026-1,정규
304485,104485,200001,2026-03-02,완료,2026-1,정규
304486,104486,200001,2026-03-02,완료,2026-1,정규
304487,104487,200001,2026-03-02,완료,2026-1,정규
304488,104488,200001,2026-03-02,완료,2026-1,정규
304489,104489,200001,2026-03-02,완료,2026-1,정규
304490,104490,200001,2026-03-02,완료,2026-1,정규
304491,104491,200001,2026-03-02,완료,2026-1,정규
304492,104492,200001,2026-03-02,완료,2026-1,정규
304493,104493,200001,2026-03-02,완료,2026-1,정규
304494,104494,200001,2026-03-02,완료,2026-1,정규
304495,104495,200001,2026-03-02,완료,2026-1,정규
304496,104496,200001,2026-03-02,완료,2026-1,정규
304497,104497,200001,2026-03-02,완료,2026-1,정규
304498,104498,200001,2026-03-02,완료,2026-1,정규
304499,104499,200001,2026-03-02,완료,2026-1,정규
304500,104500,200001,2026-03-02,완료,2026-1,정규
304501,104501,200001,2026-03-02,완료,2026-1,정규
304502,104502,200001,2026-03-02,완료,2026-1,정규
304503,104503,200001,2026-03-02,완료,2026-1,정규
304504,104504,200001,2026-03-02,완료,2026-1,정규
304505,104505,200001,2026-03-02,완료,2026-1,정규
304506,104506,200001,2026-03-02,완료,2026-1,정규
304507,104507,200001,2026-03-02,완료,2026-1,정규
304508,104508,200001,2026-03-02,완료,2026-1,정규
304509,104509,200001,2026-03-02,완료,2026-1,정규
304510,104510,200001,2026-03-02,완료,2026-1,정규
304511,104511,200001,2026-03-02,완료,2026-1,정규
304512,104512,200001,2026-03-02,완료,2026-1,정규
304513,104513,200001,2026-03-02,완료,2026-1,정규
304514,104514,200001,2026-03-02,완료,2026-1,정규
304515,104515,200001,2026-03-02,완료,2026-1,정규
304516,104516,200001,2026-03-02,완료,2026-1,정규
304517,104517,200001,2026-03-02,완료,2026-1,정규
304518,104518,200001,2026-03-02,완료,2026-1,정규
304519,104519,200001,2026-03-02,완료,2026-1,정규
304520,104520,200001,2026-03-02,완료,2026-1,정규
304521,104521,200001,2026-03-02,완료,2026-1,정규
304522,104522,200001,2026-03-02,완료,2026-1,정규
304523,104523,200001,2026-03-02,완료,2026-1,정규
304524,104524,200001,2026-03-02,완료,2026-1,정규
304525,104525,200001,2026-03-02,완료,2026-1,정규
304526,104526,200001,2026-03-02,완료,2026-1,정규
304527,104527,200001,2026-03-02,완료,2026-1,정규
304528,104528,200001,2026-03-02,완료,2026-1,정규
304529,104529,200001,2026-03-02,완료,2026-1,정규
304530,104530,200001,2026-03-02,완료,2026-1,정규
304531,104531,200001,2026-03-02,완료,2026-1,정규
304532,104532,200001,2026-03-02,완료,2026-1,정규
304533,104533,200001,2026-03-02,완료,2026-1,정규
304534,104534,200001,2026-03-02,완료,2026-1,정규
304535,104535,200001,2026-03-02,완료,2026-1,정규
304536,104536,200001,2026-03-02,완료,2026-1,정규
304537,104537,200001,2026-03-02,완료,2026-1,정규
304538,104538,200001,2026-03-02,완료,2026-1,정규
304539,104539,200001,2026-03-02,완료,2026-1,정규
304540,104540,200001,2026-03-02,완료,2026-1,정규
304541,104541,200001,2026-03-02,완료,2026-1,정규
304542,104542,200001,2026-03-02,완료,2026-1,정규
304543,104543,200001,2026-03-02,완료,2026-1,정규
304544,104544,200001,2026-03-02,완료,2026-1,정규
304545,104545,200001,2026-03-02,완료,2026-1,정규
304546,104546,200001,2026-03-02,완료,2026-1,정규
304547,104547,200001,2026-03-02,완료,2026-1,정규
304548,104548,200001,2026-03-02,완료,2026-1,정규
304549,104549,200001,2026-03-02,완료,2026-1,정규
304550,104550,200001,2026-03-02,완료,2026-1,정규
304551,104551,200001,2026-03-02,완료,2026-1,정규
304552,104552,200001,2026-03-02,완료,2026-1,정규
304553,104553,200001,2026-03-02,완료,2026-1,정규
304554,104554,200001,2026-03-02,완료,2026-1,정규
304555,104555,200001,2026-03-02,완료,2026-1,정규
304556,104556,200001,2026-03-02,완료,2026-1,정규
304557,104557,200001,2026-03-02,완료,2026-1,정규
304558,104558,200001,2026-03-02,완료,2026-1,정규
304559,104559,200001,2026-03-02,완료,2026-1,정규
304560,104560,200001,2026-03-02,완료,2026-1,정규
304561,104561,200001,2026-03-02,완료,2026-1,정규
304562,104562,200001,2026-03-02,완료,2026-1,정규
304563,104563,200001,2026-03-02,완료,2026-1,정규
304564,104564,200001,2026-03-02,완료,2026-1,정규
304565,104565,200001,2026-03-02,완료,2026-1,정규
304566,104566,200001,2026-03-02,완료,2026-1,정규
304567,104567,200001,2026-03-02,완료,2026-1,정규
304568,104568,200001,2026-03-02,완료,2026-1,정규
304569,104569,200001,2026-03-02,완료,2026-1,정규
304570,104570,200001,2026-03-02,완료,2026-1,정규
304571,104571,200001,2026-03-02,완료,2026-1,정규
304572,104572,200001,2026-03-02,완료,2026-1,정규
304573,104573,200001,2026-03-02,완료,2026-1,정규
304574,104574,200001,2026-03-02,완료,2026-1,정규
304575,104575,200001,2026-03-02,완료,2026-1,정규
304576,104576,200001,2026-03-02,완료,2026-1,정규
304577,104577,200001,2026-03-02,완료,2026-1,정규
304578,104578,200001,2026-03-02,완료,2026-1,정규
304579,104579,200001,2026-03-02,완료,2026-1,정규
304580,104580,200001,2026-03-02,완료,2026-1,정규
304581,104581,200001,2026-03-02,완료,2026-1,정규
304582,104582,200001,2026-03-02,완료,2026-1,정규
304583,104583,200001,2026-03-02,완료,2026-1,정규
304584,104584,200001,2026-03-02,완료,2026-1,정규
304585,104585,200001,2026-03-02,완료,2026-1,정규
304586,104586,200001,2026-03-02,완료,2026-1,정규
304587,104587,200001,2026-03-02,완료,2026-1,정규
304588,104588,200001,2026-03-02,완료,2026-1,정규
304589,104589,200001,2026-03-02,완료,2026-1,정규
304590,104590,200001,2026-03-02,완료,2026-1,정규
304591,104591,200001,2026-03-02,완료,2026-1,정규
304592,104592,200001,2026-03-02,완료,2026-1,정규
304593,104593,200001,2026-03-02,완료,2026-1,정규
304594,104594,200001,2026-03-02,완료,2026-1,정규
304595,104595,200001,2026-03-02,완료,2026-1,정규
304596,104596,200001,2026-03-02,완료,2026-1,정규
304597,104597,200001,2026-03-02,완료,2026-1,정규
304598,104598,200001,2026-03-02,완료,2026-1,정규
304599,104599,200001,2026-03-02,완료,2026-1,정규
304600,104600,200001,2026-03-02,완료,2026-1,정규
304601,104601,200001,2026-03-02,완료,2026-1,정규
304602,104602,200001,2026-03-02,완료,2026-1,정규
304603,104603,200001,2026-03-02,완료,2026-1,정규
304604,104604,200001,2026-03-02,완료,2026-1,정규
304605,104605,200001,2026-03-02,완료,2026-1,정규
304606,104606,200001,2026-03-02,완료,2026-1,정규
304607,104607,200001,2026-03-02,완료,2026-1,정규
304608,104608,200001,2026-03-02,완료,2026-1,정규
304609,104609,200001,2026-03-02,완료,2026-1,정규
304610,104610,200001,2026-03-02,완료,2026-1,정규
304611,104611,200001,2026-03-02,완료,2026-1,정규
304612,104612,200001,2026-03-02,완료,2026-1,정규
304613,104613,200001,2026-03-02,완료,2026-1,정규
304614,104614,200001,2026-03-02,완료,2026-1,정규
304615,104615,200001,2026-03-02,완료,2026-1,정규
304616,104616,200001,2026-03-02,완료,2026-1,정규
304617,104617,200001,2026-03-02,완료,2026-1,정규
304618,104618,200001,2026-03-02,완료,2026-1,정규
304619,104619,200001,2026-03-02,완료,2026-1,정규
304620,104620,200001,2026-03-02,완료,2026-1,정규
304621,104621,200001,2026-03-02,완료,2026-1,정규
304622,104622,200001,2026-03-02,완료,2026-1,정규
304623,104623,200001,2026-03-02,완료,2026-1,정규
304624,104624,200001,2026-03-02,완료,2026-1,정규
304625,104625,200001,2026-03-02,완료,2026-1,정규
304626,104626,200001,2026-03-02,완료,2026-1,정규
304627,104627,200001,2026-03-02,완료,2026-1,정규
304628,104628,200001,2026-03-02,완료,2026-1,정규
304629,104629,200001,2026-03-02,완료,2026-1,정규
304630,104630,200001,2026-03-02,완료,2026-1,정규
304631,104631,200001,2026-03-02,완료,2026-1,정규
304632,104632,200001,2026-03-02,완료,2026-1,정규
304633,104633,200001,2026-03-02,완료,2026-1,정규
304634,104634,200001,2026-03-02,완료,2026-1,정규
304635,104635,200001,2026-03-02,완료,2026-1,정규
304636,104636,200001,2026-03-02,완료,2026-1,정규
304637,104637,200001,2026-03-02,완료,2026-1,정규
304638,104638,200001,2026-03-02,완료,2026-1,정규
304639,104639,200001,2026-03-02,완료,2026-1,정규
304640,104640,200001,2026-03-02,완료,2026-1,정규
304641,104641,200001,2026-03-02,완료,2026-1,정규
304642,104642,200001,2026-03-02,완료,2026-1,정규
304643,104643,200001,2026-03-02,완료,2026-1,정규
304644,104644,200001,2026-03-02,완료,2026-1,정규
304645,104645,200001,2026-03-02,완료,2026-1,정규
304646,104646,200001,2026-03-02,완료,2026-1,정규
304647,104647,200001,2026-03-02,완료,2026-1,정규
304648,104648,200001,2026-03-02,완료,2026-1,정규
304649,104649,200001,2026-03-02,완료,2026-1,정규
304650,104650,200001,2026-03-02,완료,2026-1,정규
304651,104651,200001,2026-03-02,완료,2026-1,정규
304652,104652,200001,2026-03-02,완료,2026-1,정규
304653,104653,200001,2026-03-02,완료,2026-1,정규
304654,104654,200001,2026-03-02,완료,2026-1,정규
304655,104655,200001,2026-03-02,완료,2026-1,정규
304656,104656,200001,2026-03-02,완료,2026-1,정규
304657,104657,200001,2026-03-02,완료,2026-1,정규
304658,104658,200001,2026-03-02,완료,2026-1,정규
304659,104659,200001,2026-03-02,완료,2026-1,정규
304660,104660,200001,2026-03-02,완료,2026-1,정규
304661,104661,200001,2026-03-02,완료,2026-1,정규
304662,104662,200001,2026-03-02,완료,2026-1,정규
304663,104663,200001,2026-03-02,완료,2026-1,정규
304664,104664,200001,2026-03-02,완료,2026-1,정규
304665,104665,200001,2026-03-02,완료,2026-1,정규
304666,104666,200001,2026-03-02,완료,2026-1,정규
304667,104667,200001,2026-03-02,완료,2026-1,정규
304668,104668,200001,2026-03-02,완료,2026-1,정규
304669,104669,200001,2026-03-02,완료,2026-1,정규
304670,104670,200001,2026-03-02,완료,2026-1,정규
304671,104671,200001,2026-03-02,완료,2026-1,정규
304672,104672,200001,2026-03-02,완료,2026-1,정규
304673,104673,200001,2026-03-02,완료,2026-1,정규
304674,104674,200001,2026-03-02,완료,2026-1,정규
304675,104675,200001,2026-03-02,완료,2026-1,정규
304676,104676,200001,2026-03-02,완료,2026-1,정규
304677,104677,200001,2026-03-02,완료,2026-1,정규
304678,104678,200001,2026-03-02,완료,2026-1,정규
304679,104679,200001,2026-03-02,완료,2026-1,정규
304680,104680,200001,2026-03-02,완료,2026-1,정규
304681,104681,200001,2026-03-02,완료,2026-1,정규
304682,104682,200001,2026-03-02,완료,2026-1,정규
304683,104683,200001,2026-03-02,완료,2026-1,정규
304684,104684,200001,2026-03-02,완료,2026-1,정규
304685,104685,200001,2026-03-02,완료,2026-1,정규
304686,104686,200001,2026-03-02,완료,2026-1,정규
304687,104687,200001,2026-03-02,완료,2026-1,정규
304688,104688,200001,2026-03-02,완료,2026-1,정규
304689,104689,200001,2026-03-02,완료,2026-1,정규
304690,104690,200001,2026-03-02,완료,2026-1,정규
304691,104691,200001,2026-03-02,완료,2026-1,정규
304692,104692,200001,2026-03-02,완료,2026-1,정규
304693,104693,200001,2026-03-02,완료,2026-1,정규
304694,104694,200001,2026-03-02,완료,2026-1,정규
304695,104695,200001,2026-03-02,완료,2026-1,정규
304696,104696,200001,2026-03-02,완료,2026-1,정규
304697,104697,200001,2026-03-02,완료,2026-1,정규
304698,104698,200001,2026-03-02,완료,2026-1,정규
304699,104699,200001,2026-03-02,완료,2026-1,정규
304700,104700,200001,2026-03-02,완료,2026-1,정규
304701,104701,200001,2026-03-02,완료,2026-1,정규
304702,104702,200001,2026-03-02,완료,2026-1,정규
304703,104703,200001,2026-03-02,완료,2026-1,정규
304704,104704,200001,2026-03-02,완료,2026-1,정규
304705,104705,200001,2026-03-02,완료,2026-1,정규
304706,104706,200001,2026-03-02,완료,2026-1,정규
304707,104707,200001,2026-03-02,완료,2026-1,정규
304708,104708,200001,2026-03-02,완료,2026-1,정규
304709,104709,200001,2026-03-02,완료,2026-1,정규
304710,104710,200001,2026-03-02,완료,2026-1,정규
304711,104711,200001,2026-03-02,완료,2026-1,정규
304712,104712,200001,2026-03-02,완료,2026-1,정규
304713,104713,200001,2026-03-02,완료,2026-1,정규
304714,104714,200001,2026-03-02,완료,2026-1,정규
304715,104715,200001,2026-03-02,완료,2026-1,정규
304716,104716,200001,2026-03-02,완료,2026-1,정규
304717,104717,200001,2026-03-02,완료,2026-1,정규
304718,104718,200001,2026-03-02,완료,2026-1,정규
304719,104719,200001,2026-03-02,완료,2026-1,정규
304720,104720,200001,2026-03-02,완료,2026-1,정규
304721,104721,200001,2026-03-02,완료,2026-1,정규
304722,104722,200001,2026-03-02,완료,2026-1,정규
304723,104723,200001,2026-03-02,완료,2026-1,정규
304724,104724,200001,2026-03-02,완료,2026-1,정규
304725,104725,200001,2026-03-02,완료,2026-1,정규
304726,104726,200001,2026-03-02,완료,2026-1,정규
304727,104727,200001,2026-03-02,완료,2026-1,정규
304728,104728,200001,2026-03-02,완료,2026-1,정규
304729,104729,200001,2026-03-02,완료,2026-1,정규
304730,104730,200001,2026-03-02,완료,2026-1,정규
304731,104731,200001,2026-03-02,완료,2026-1,정규
304732,104732,200001,2026-03-02,완료,2026-1,정규
304733,104733,200001,2026-03-02,완료,2026-1,정규
304734,104734,200001,2026-03-02,완료,2026-1,정규
304735,104735,200001,2026-03-02,완료,2026-1,정규
304736,104736,200001,2026-03-02,완료,2026-1,정규
304737,104737,200001,2026-03-02,완료,2026-1,정규
304738,104738,200001,2026-03-02,완료,2026-1,정규
304739,104739,200001,2026-03-02,완료,2026-1,정규
304740,104740,200001,2026-03-02,완료,2026-1,정규
304741,104741,200001,2026-03-02,완료,2026-1,정규
304742,104742,200001,2026-03-02,완료,2026-1,정규
304743,104743,200001,2026-03-02,완료,2026-1,정규
304744,104744,200001,2026-03-02,완료,2026-1,정규
304745,104745,200001,2026-03-02,완료,2026-1,정규
304746,104746,200001,2026-03-02,완료,2026-1,정규
304747,104747,200001,2026-03-02,완료,2026-1,정규
304748,104748,200001,2026-03-02,완료,2026-1,정규
304749,104749,200001,2026-03-02,완료,2026-1,정규
304750,104750,200001,2026-03-02,완료,2026-1,정규
304751,104751,200001,2026-03-02,완료,2026-1,정규
304752,104752,200001,2026-03-02,완료,2026-1,정규
304753,104753,200001,2026-03-02,완료,2026-1,정규
304754,104754,200001,2026-03-02,완료,2026-1,정규
304755,104755,200001,2026-03-02,완료,2026-1,정규
304756,104756,200001,2026-03-02,완료,2026-1,정규
304757,104757,200001,2026-03-02,완료,2026-1,정규
304758,104758,200001,2026-03-02,완료,2026-1,정규
304759,104759,200001,2026-03-02,완료,2026-1,정규
